Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
32,Sat,2014-04-26,,Hoffenheim,0–0,Eint Frankfurt,,,Florian Meyer,Match Report,
32,Sat,2014-04-26,,Bayern Munich,5–2,Werder Bremen,,,Guido Winkmann,Match Report,
32,Sat,2014-04-26,,Hertha BSC,2–0,Braunschweig,,,Thorsten Kinhöfer,Match Report,
32,Sat,2014-04-26,,Leverkusen,2–2,Dortmund,,,Günter Perl,Match Report,
32,Sat,2014-04-26,,Mainz 05,2–0,Nürnberg,,,Knut Kircher,Match Report,
32,Sat,2014-04-26,,Wolfsburg,2–2,Freiburg,,,Deniz Aytekin,Match Report,
32,Sun,2014-04-27,,Augsburg,3–1,Hamburger SV,,,Tobias Welz,Match Report,
32,Sun,2014-04-27,,Schalke 04,0–1,M'Gladbach,,,Manuel Gräfe,Match Report,
33,Sat,2014-05-03,,Hamburger SV,1–4,Bayern Munich,,,Marco Fritz,Match Report,
33,Sat,2014-05-03,,Braunschweig,0–1,Augsburg,,,Christian Dingert,Match Report,
33,Sat,2014-05-03,,Werder Bremen,2–0,Hertha BSC,,,Robert Hartmann,Match Report,
33,Sat,2014-05-03,,Nürnberg,0–2,Hannover 96,,,Manuel Gräfe,Match Report,
33,Sat,2014-05-03,,Stuttgart,1–2,Wolfsburg,,,Felix Brych,Match Report,
33,Sat,2014-05-03,,M'Gladbach,3–1,Mainz 05,,,Felix Zwayer,Match Report,
33,Sat,2014-05-03,,Dortmund,3–2,Hoffenheim,,,Tobias Welz,Match Report,
33,Sat,2014-05-03,,Eint Frankfurt,0–2,Leverkusen,,,Jochen Drees,Match Report,
33,Sat,2014-05-03,,Freiburg,0–2,Schalke 04,,,Florian Meyer,Match Report,
34,Sat,2014-05-10,,Wolfsburg,3–1,M'Gladbach,,,Wolfgang Stark,Match Report,
34,Sat,2014-05-10,,Bayern Munich,1–0,Stuttgart,,,Bastian Dankert,Match Report,
34,Sat,2014-05-10,,Schalke 04,4–1,Nürnberg,,,Felix Zwayer,Match Report,
34,Sat,2014-05-10,,Leverkusen,2–1,Werder Bremen,,,Knut Kircher,Match Report,
34,Sat,2014-05-10,,Hertha BSC,0–4,Dortmund,,,Tobias Stieler,Match Report,
34,Sat,2014-05-10,,Mainz 05,3–2,Hamburger SV,,,Thorsten Kinhöfer,Match Report,
34,Sat,2014-05-10,,Hannover 96,3–2,Freiburg,,,Peter Gagelmann,Match Report,
34,Sat,2014-05-10,,Augsburg,2–1,Eint Frankfurt,,,Daniel Siebert,Match Report,
34,Sat,2014-05-10,,Hoffenheim,3–1,Braunschweig,,,Peter Sippel,Match Report,
