Wk,Day,Date,Time,Home,Score,Away,Attendance,Venue,Referee,Match Report,Notes
3,Wed,2021-08-25,20:45,Al-Ahli,1–1,Damac,17370,King Abdullah Sports City,Majed Mohammed Al Shamrani,Match Report,
3,Thu,2021-08-26,18:45,Al-Fateh,2–0,Al-Shabab,2644,Prince Abdullah bin Jalawi Stadium,Turki Mohammed Al Khudayr,Match Report,
3,Thu,2021-08-26,19:05,Abha,1–1,Al-Ettifaq,499,Prince Sultan bin Abdul Aziz Stadium,Mohammed Saif Al Harbi,Match Report,
3,Thu,2021-08-26,20:45,Al-Nassr,3–1,Al-Taawoun,8847,King Saud University Stadium,Andrés Matonte,Match Report,
3,Fri,2021-08-27,19:00,Al-Faisaly,1–2,Al-Ittihad,1764,Al Majma'ah Sport City,Faisal Suleiman Al Balawi,Match Report,
3,Fri,2021-08-27,19:15,Al-Ta'ee,1–3,Al-Fayha,3100,Prince Abdul Aziz bin Musa'ed Stadium,Mohammed Abdulrahman Al Baridi,Match Report,
3,Fri,2021-08-27,20:45,Al-Hilal,0–0,Al-Batin,11457,King Fahd International Stadium,Gery Vargas,Match Report,
4,Sat,2021-09-11,18:50,Damac,2–0,Al-Faisaly,1090,Prince Sultan bin Abdul Aziz Stadium,Sultan Sanat Al Harbi,Match Report,
4,Sat,2021-09-11,20:35,Al-Ittihad,6–1,Abha,,King Abdullah Sports City,Ahmed Mohammed Al Rumaikhani,Match Report,
4,Sun,2021-09-12,18:30,Al-Ettifaq,2–2,Al-Raed,3485,Prince Saud bin Jalawi Stadium,Mohammed Zafer Al Qarni,Match Report,
4,Sun,2021-09-12,18:40,Al-Batin,0–2,Al-Fateh,2645,Al-Batin FC Stadium,Shukri Hussein Al Hunfush,Match Report,
4,Sun,2021-09-12,18:50,Al-Taawoun,1–1,Al-Ahli,2841,Prince Abdullah bin Abdul Aziz Stadium,Faisal Suleiman Al Balawi,Match Report,
4,Sun,2021-09-12,20:35,Al-Shabab,2–0,Al-Hazem,5218,Prince Faisal bin Fahd Stadium,Khaled Suleiman Al Juhani,Match Report,
5,Thu,2021-09-16,18:35,Al-Batin,0–0,Al-Ta'ee,2014,Al-Batin FC Stadium,Mohammed Sami Al Ismail,Match Report,
5,Thu,2021-09-16,20:30,Al-Faisaly,2–1,Al-Fayha,3101,Al Majma'ah Sport City,Khalid Saleh Al Turais,Match Report,
5,Fri,2021-09-17,18:45,Al-Taawoun,3–5,Al-Raed,9001,Prince Abdullah bin Abdul Aziz Stadium,Khalid Ahmed Sahlawi,Match Report,
5,Fri,2021-09-17,18:45,Damac,1–1,Al-Shabab,5207,Prince Sultan bin Abdul Aziz Stadium,Mohammed Khaled Al Hoish,Match Report,
5,Fri,2021-09-17,20:30,Al-Ahli,1–1,Al-Fateh,9511,King Abdullah Sports City,Turki Mohammed Al Khudayr,Match Report,
5,Sat,2021-09-18,18:30,Al-Hilal,3–2,Al-Ettifaq,6580,King Fahd International Stadium,Salman Ahmad Falahi,Match Report,
5,Sat,2021-09-18,18:45,Al-Hazem,2–0,Abha,691,Ar-Rass Stadium,Sami Ahmed Al Jurays,Match Report,
5,Sat,2021-09-18,20:30,Al-Nassr,1–3,Al-Ittihad,14619,King Saud University Stadium,Sandro Schärer,Match Report,
6,Thu,2021-09-23,18:25,Al-Nassr,1–0,Al-Batin,4672,King Saud University Stadium,Ovidiu Hațegan,Match Report,
6,Thu,2021-09-23,18:30,Al-Fayha,2–0,Al-Ahli,4100,Al Majma'ah Sport City,Shukri Hussein Al Hunfush,Match Report,
6,Thu,2021-09-23,18:45,Al-Ta'ee,4–2,Al-Ettifaq,5094,Prince Abdul Aziz bin Musa'ed Stadium,Sultan Sanat Al Harbi,Match Report,
6,Thu,2021-09-23,20:25,Al-Shabab,2–2,Al-Hilal,8679,King Fahd International Stadium,Turki Mohammed Al Khudayr,Match Report,
6,Fri,2021-09-24,18:40,Abha,1–3,Damac,3234,Prince Sultan bin Abdul Aziz Stadium,Majed Mohammed Al Shamrani,Match Report,
6,Fri,2021-09-24,20:25,Al-Ittihad,1–1,Al-Taawoun,34547,King Abdullah Sports City,Sami Ahmed Al Jurays,Match Report,
6,Sat,2021-09-25,18:15,Al-Fateh,0–1,Al-Hazem,7810,Prince Abdullah bin Jalawi Stadium,Mohammed Saif Al Harbi,Match Report,
6,Sat,2021-09-25,20:25,Al-Raed,1–1,Al-Faisaly,4917,Prince Abdullah bin Abdul Aziz Stadium,Abdullah Saleh Al Harbi,Match Report,
7,Thu,2021-09-30,18:30,Al-Raed,0–2,Damac,2408,Prince Abdullah bin Abdul Aziz Stadium,Khalid Saleh Al Turais,Match Report,
7,Thu,2021-09-30,18:35,Abha,1–3,Al-Nassr,6203,Prince Sultan bin Abdul Aziz Stadium,Faisal Suleiman Al Balawi,Match Report,
7,Thu,2021-09-30,20:20,Al-Ettifaq,0–0,Al-Fateh,4377,Prince Saud bin Jalawi Stadium,Abdullah Al-Shehri,Match Report,
7,Thu,2021-09-30,20:20,Al-Hazem,1–1,Al-Hilal,2756,Ar-Rass Stadium,Ahmed Mohammed Al Rumaikhani,Match Report,
7,Fri,2021-10-01,18:20,Al-Shabab,2–1,Al-Fayha,3595,Prince Faisal bin Fahd Stadium,Khalid Ahmed Sahlawi,Match Report,
7,Fri,2021-10-01,18:25,Al-Faisaly,2–2,Al-Batin,3812,Al Majma'ah Sport City,Khaled Suleiman Al Juhani,Match Report,
7,Fri,2021-10-01,20:20,Al-Ittihad,2–0,Al-Ahli,14208,Prince Abdullah al-Faisal Stadium,Mohammed Khaled Al Hoish,Match Report,
7,Sat,2021-10-02,18:30,Al-Taawoun,1–2,Al-Ta'ee,2402,Prince Abdullah bin Abdul Aziz Stadium,Mohammed Zafer Al Qarni,Match Report,
8,Sat,2021-10-16,18:00,Al-Batin,0–3,Al-Shabab,2514,Al-Batin FC Stadium,Sami Ahmed Al Jurays,Match Report,
8,Sat,2021-10-16,18:05,Al-Fayha,1–0,Al-Raed,3792,Al Majma'ah Sport City,Mohammed Khaled Al Hoish,Match Report,
8,Sat,2021-10-16,18:20,Al-Ta'ee,0–1,Abha,4717,Prince Abdul Aziz bin Musa'ed Stadium,Shukri Hussein Al Hunfush,Match Report,
8,Sat,2021-10-16,20:10,Al-Ahli,4–0,Al-Ettifaq,9679,Prince Abdullah al-Faisal Stadium,Khalid Saleh Al Turais,Match Report,
8,Sun,2021-10-17,17:50,Al-Fateh,3–0,Al-Taawoun,3211,Prince Abdullah bin Jalawi Stadium,Khalid Ahmed Sahlawi,Match Report,
8,Sun,2021-10-17,18:15,Al-Hazem,0–0,Al-Faisaly,1092,Ar-Rass Stadium,Raed Ali Al Zahrani,Match Report,
8,Sun,2021-10-17,18:25,Damac,1–1,Al-Ittihad,14790,Prince Sultan bin Abdul Aziz Stadium,Turki Mohammed Al Khudayr,Match Report,
9,Thu,2021-10-21,17:55,Al-Batin,2–0,Al-Fayha,4228,Al-Batin FC Stadium,Abdullah Al-Shehri,Match Report,
9,Thu,2021-10-21,20:00,Al-Ta'ee,1–2,Al-Ahli,7762,Prince Abdul Aziz bin Musa'ed Stadium,Abdullah Saleh Al Harbi,Match Report,
9,Fri,2021-10-22,18:05,Al-Faisaly,2–2,Al-Taawoun,6208,Al Majma'ah Sport City,Mohammed Sami Al Ismail,Match Report,
9,Fri,2021-10-22,18:20,Damac,1–0,Al-Hazem,1802,Prince Sultan bin Abdul Aziz Stadium,Sultan Mohammed Al Akairi,Match Report,
9,Fri,2021-10-22,20:00,Al-Ittihad,0–2,Al-Shabab,19558,Prince Abdullah al-Faisal Stadium,Faisal Suleiman Al Balawi,Match Report,
9,Sat,2021-10-23,18:20,Abha,3–1,Al-Fateh,1238,Prince Sultan bin Abdul Aziz Stadium,Mohammed Abdulrahman Al Baridi,Match Report,
9,Sat,2021-10-23,20:00,Al-Hilal,3–2,Al-Raed,12305,Prince Faisal bin Fahd Stadium,Artur Soares Dias,Match Report,
9,Sun,2021-10-24,18:00,Al-Nassr,0–1,Al-Ettifaq,16458,King Saud University Stadium,István Kovács,Match Report,
10,Thu,2021-10-28,18:05,Al-Hazem,0–1,Al-Ittihad,3260,Ar-Rass Stadium,Abdullah Al-Shehri,Match Report,
10,Thu,2021-10-28,19:50,Al-Shabab,3–0,Al-Ta'ee,5569,Prince Faisal bin Fahd Stadium,Ahmed Mohammed Al Rumaikhani,Match Report,
10,Fri,2021-10-29,18:05,Al-Raed,1–0,Al-Batin,1454,Prince Abdullah bin Abdul Aziz Stadium,Raed Ali Al Zahrani,Match Report,
10,Fri,2021-10-29,19:50,Al-Ahli,1–1,Al-Hilal,24202,Prince Abdullah al-Faisal Stadium,Mohammed Khaled Al Hoish,Match Report,
10,Sat,2021-10-30,17:40,Al-Ettifaq,0–1,Damac,7328,Prince Saud bin Jalawi Stadium,Sultan Sanat Al Harbi,Match Report,
10,Sat,2021-10-30,18:05,Al-Taawoun,2–0,Abha,3415,Prince Abdullah bin Abdul Aziz Stadium,Christian Ferreyra,Match Report,
10,Sat,2021-10-30,19:50,Al-Fayha,1–1,Al-Nassr,6136,Al Majma'ah Sport City,Piero Maza,Match Report,
11,Wed,2021-11-03,18:00,Al-Raed,4–0,Al-Ta'ee,2362,Prince Abdullah bin Abdul Aziz Stadium,Khalid Ahmed Sahlawi,Match Report,
11,Wed,2021-11-03,19:45,Al-Ahli,1–0,Al-Batin,14497,Prince Abdullah al-Faisal Stadium,Faisal Suleiman Al Balawi,Match Report,
11,Thu,2021-11-04,17:50,Al-Hilal,2–0,Damac,14944,Prince Faisal bin Fahd Stadium,Kevin Ortega,Match Report,
11,Thu,2021-11-04,17:55,Al-Faisaly,1–0,Abha,6094,Al Majma'ah Sport City,Sami Ahmed Al Jurays,Match Report,
11,Thu,2021-11-04,19:00,Al-Ettifaq,1–3,Al-Taawoun,6258,Prince Saud bin Jalawi Stadium,Majed Mohammed Al Shamrani,Match Report,
11,Thu,2021-11-04,19:45,Al-Ittihad,3–0,Al-Fateh,41395,King Abdullah Sports City,Ahmed Mohammed Al Rumaikhani,Match Report,
11,Fri,2021-11-05,17:50,Al-Shabab,1–0,Al-Nassr,8092,Prince Faisal bin Fahd Stadium,Mario Díaz de Vivar,Match Report,
11,Fri,2021-11-05,17:55,Al-Fayha,1–0,Al-Hazem,6122,Al Majma'ah Sport City,Mohammed Zafer Al Qarni,Match Report,
12,Sat,2021-11-20,15:20,Al-Ta'ee,1–0,Al-Fateh,4790,Prince Abdul Aziz bin Musa'ed Stadium,Khalid Saleh Al Turais,Match Report,
12,Sat,2021-11-20,15:30,Damac,1–0,Al-Fayha,1101,Prince Sultan bin Abdul Aziz Stadium,Faisal Suleiman Al Balawi,Match Report,
12,Sat,2021-11-20,17:45,Al-Faisaly,0–0,Al-Shabab,6182,Al Majma'ah Sport City,Mohammed Khaled Al Hoish,Match Report,
12,Sat,2021-11-20,19:40,Al-Nassr,2–2,Al-Raed,3630,King Saud University Stadium,Bastian Dankert,Match Report,
12,Sun,2021-11-21,15:15,Al-Hazem,0–3,Al-Ettifaq,1632,Ar-Rass Stadium,Shukri Hussein Al Hunfush,Match Report,
12,Sun,2021-11-21,15:30,Abha,2–0,Al-Ahli,5176,Prince Sultan bin Abdul Aziz Stadium,Sultan Sanat Al Harbi,Match Report,
12,Sun,2021-11-21,17:40,Al-Batin,3–2,Al-Taawoun,4087,Al-Batin FC Stadium,Khamis Mohammed Al Marri,Match Report,
13,Thu,2021-11-25,17:30,Al-Fateh,5–5,Damac,6260,Prince Abdullah bin Jalawi Stadium,Shukri Hussein Al Hunfush,Match Report,
13,Thu,2021-11-25,19:40,Al-Shabab,3–0,Al-Raed,3405,King Fahd International Stadium,Majed Mohammed Al Shamrani,Match Report,
13,Fri,2021-11-26,17:50,Al-Taawoun,1–1,Al-Fayha,2188,Prince Abdullah bin Abdul Aziz Stadium,Victor Gomes,Match Report,
13,Fri,2021-11-26,19:40,Al-Ahli,1–2,Al-Nassr,18419,Prince Abdullah al-Faisal Stadium,Vitor Ferreira Fernandes,Match Report,
13,Sat,2021-11-27,15:00,Al-Batin,0–0,Al-Hazem,4238,Arena Barueri,Mohammed Khaled Al Hoish,Match Report,
13,Sat,2021-11-27,17:25,Al-Ettifaq,1–0,Al-Faisaly,6783,Prince Saud bin Jalawi Stadium,Khalid Ahmed Sahlawi,Match Report,
13,Sat,2021-11-27,19:40,Al-Ittihad,1–0,Al-Ta'ee,49206,King Abdullah Sports City,Ovidiu Hațegan,Match Report,
13,Sun,2021-11-28,15:30,Abha,1–1,Al-Hilal,12243,Prince Sultan bin Abdul Aziz Stadium,Turki Mohammed Al Khudhayr,Match Report,
4,Fri,2021-12-10,15:25,Al-Ta'ee,2–1,Al-Nassr,7697,Prince Abdul Aziz bin Musa'ed Stadium,Nawaf Shukralla,Match Report,
4,Fri,2021-12-10,17:40,Al-Hilal,0–0,Al-Fayha,13880,King Fahd International Stadium,Ilgiz Tantashev,Match Report,
8,Thu,2021-12-16,15:15,Al-Hilal,0–2,Al-Nassr,,King Fahd International Stadium,Paolo Valeri,Match Report,
14,Sat,2021-12-25,15:40,Damac,1–1,Al-Batin,825,Prince Sultan bin Abdul Aziz Stadium,Majed Mohammed Al Shamrani,Match Report,
14,Sat,2021-12-25,17:50,Al-Hilal,2–3,Al-Fateh,6091,Leadership Development Institute Stadium,Derlis López,Match Report,
14,Sat,2021-12-25,17:55,Al-Fayha,0–0,Abha,6116,Al Majma'ah Sport City,Mohammed Zafer Al Qarni,Match Report,
14,Sun,2021-12-26,15:50,Al-Ta'ee,3–1,Al-Faisaly,4066,Prince Abdul Aziz bin Musa'ed Stadium,Faisal Suleiman Al Balawi,Match Report,
14,Sun,2021-12-26,17:50,Al-Nassr,2–1,Al-Hazem,5277,King Saud University Stadium,Ivan Kružliak,Match Report,
14,Sun,2021-12-26,19:45,Al-Ittihad,3–2,Al-Ettifaq,32740,King Abdullah Sports City,István Kovács,Match Report,
14,Mon,2021-12-27,15:20,Al-Raed,1–0,Al-Ahli,1759,Prince Abdullah bin Abdul Aziz Stadium,Khalid Saleh Al Turais,Match Report,
14,Mon,2021-12-27,17:50,Al-Shabab,3–1,Al-Taawoun,3862,Leadership Development Institute Stadium,Ovidiu Hațegan,Match Report,
15,Fri,2021-12-31,15:10,Al-Batin,2–3,Al-Ittihad,2760,Al-Batin FC Stadium,Sami Ahmed Al Jurays,Match Report,
15,Fri,2021-12-31,15:30,Al-Hazem,0–1,Al-Ta'ee,1984,Ar-Rass Stadium,Khalid Saleh Al Turais,Match Report,
15,Fri,2021-12-31,17:35,Al-Ettifaq,1–1,Al-Fayha,3722,Prince Mohamed bin Fahd Stadium,Sultan Sanat Al Harbi,Match Report,
15,Fri,2021-12-31,18:05,Al-Faisaly,2–3,Al-Hilal,3500,Al Majma'ah Sport City,Majed Mohammed Al Shamrani,Match Report,
15,Sat,2022-01-01,15:25,Al-Taawoun,3–0,Damac,4700,Prince Abdullah bin Abdul Aziz Stadium,Derlis López,Match Report,
15,Sat,2022-01-01,15:45,Abha,1–0,Al-Raed,141,Prince Sultan bin Abdul Aziz Stadium,Mohammed Sami Al Ismail,Match Report,
15,Sat,2022-01-01,17:40,Al-Fateh,0–1,Al-Nassr,5964,Prince Abdullah bin Jalawi Stadium,Ovidiu Hațegan,Match Report,
15,Sat,2022-01-01,19:50,Al-Ahli,3–4,Al-Shabab,7870,Prince Abdullah al-Faisal Stadium,Faisal Suleiman Al Balawi,Match Report,
16,Fri,2022-01-07,15:20,Al-Batin,0–0,Al-Ettifaq,2300,Al-Batin FC Stadium,Khalid Saleh Al Turais,Match Report,
16,Fri,2022-01-07,18:05,Al-Taawoun,2–1,Al-Hazem,4375,Prince Abdullah bin Abdul Aziz Stadium,Sandro Schärer,Match Report,
16,Fri,2022-01-07,19:55,Al-Ittihad,2–0,Al-Fayha,26191,King Abdullah Sports City,Clément Turpin,Match Report,
16,Sat,2022-01-08,15:50,Damac,0–2,Al-Nassr,6732,Prince Sultan bin Abdul Aziz Stadium,Fábio Veríssimo,Match Report,
16,Sat,2022-01-08,17:45,Al-Fateh,2–3,Al-Raed,7198,Prince Abdullah bin Jalawi Stadium,István Kovács,Match Report,
16,Sat,2022-01-08,18:00,Al-Shabab,1–1,Abha,5818,Prince Faisal bin Fahd Fahd Training Pit...,Mohammed Khaled Al Hoish,Match Report,
16,Tue,2022-01-11,15:40,Al-Ta'ee,0–4,Al-Hilal,5098,Prince Abdul Aziz bin Musa'ed Stadium,Abdullah Zafer Al Shehri,Match Report,
16,Tue,2022-01-11,18:05,Al-Faisaly,2–2,Al-Ahli,3412,Al Majma'ah Sport City,Sami Ahmed Al Jurays,Match Report,
17,Thu,2022-01-13,15:30,Al-Fayha,0–0,Al-Fateh,3350,Al Majma'ah Sport City,Khalid Saleh Al Turais,Match Report,
17,Fri,2022-01-14,15:35,Al-Raed,1–2,Al-Ittihad,8578,Prince Abdullah bin Abdul Aziz Stadium,Sultan Mohammed Al Akairi,Match Report,
17,Fri,2022-01-14,15:50,Abha,1–0,Al-Batin,425,Prince Sultan bin Abdul Aziz Stadium,Faisal Suleiman Al Balawi,Match Report,
17,Fri,2022-01-14,17:50,Al-Ettifaq,2–2,Al-Shabab,8190,Prince Mohamed bin Fahd Stadium,Majed Mohammed Al Shamrani,Match Report,
17,Sat,2022-01-15,15:40,Al-Ta'ee,1–2,Damac,3519,Prince Abdul Aziz bin Musa'ed Stadium,Shukri Hussein Al Hunfush,Match Report,
17,Sat,2022-01-15,18:05,Al-Nassr,4–0,Al-Faisaly,6811,King Saud University Stadium,Sandro Schärer,Match Report,
17,Sat,2022-01-15,20:00,Al-Ahli,1–0,Al-Hazem,8520,Prince Abdullah al-Faisal Stadium,Khalid Ahmed Sahlawi,Match Report,
17,Sat,2022-01-15,20:00,Al-Hilal,3–2,Al-Taawoun,5211,Prince Faisal bin Fahd Stadium,Óscar Macias,Match Report,
18,Thu,2022-01-20,17:50,Al-Ettifaq,1–2,Abha,2815,Prince Mohamed bin Fahd Stadium,Shukri Hussein Al Hunfush,Match Report,
18,Thu,2022-01-20,18:10,Al-Shabab,1–1,Al-Fateh,4747,Prince Faisal bin Fahd Stadium,Sami Ahmed Al Jurays,Match Report,
18,Fri,2022-01-21,15:30,Al-Batin,1–1,Al-Hilal,2300,Al-Batin FC Stadium,Mohammed Khaled Al Hoish,Match Report,
18,Fri,2022-01-21,15:40,Al-Taawoun,0–1,Al-Nassr,9780,Prince Abdullah bin Abdul Aziz Stadium,Braulio da Silva Machado,Match Report,
18,Fri,2022-01-21,15:55,Damac,1–1,Al-Ahli,6937,Prince Sultan bin Abdul Aziz Stadium,Ahmed Mohammed Al Rumaikhani,Match Report,
18,Fri,2022-01-21,20:10,Al-Ittihad,1–0,Al-Faisaly,26901,King Abdullah Sports City,Rodolpho Toski Marques,Match Report,
18,Sat,2022-01-22,15:35,Al-Fayha,2–0,Al-Ta'ee,,Al Majma'ah Sport City,Faisal Suleiman Al Balawi,Match Report,
18,Sat,2022-01-22,18:20,Al-Hazem,2–0,Al-Raed,,Ar-Rass Stadium,Majed Mohammed Al Shamrani,Match Report,
19,Sat,2022-02-05,,Al-Fayha,,Al-Hilal,,Al Majma'ah Sport City,,,Match Postponed
19,Sat,2022-02-05,15:50,Al-Raed,1–1,Al-Ettifaq,,Prince Abdullah bin Abdul Aziz Stadium,Mohammed Zafer Al Qarni,Match Report,
19,Sat,2022-02-05,15:50,Al-Hazem,1–2,Al-Shabab,,Ar-Rass Stadium,Raed Ali Al Zahrani,Match Report,
19,Sat,2022-02-05,18:20,Al-Faisaly,3–0,Damac,,Al Majma'ah Sport City,Sami Ahmed Al Jurays,Match Report,
19,Sat,2022-02-05,20:20,Al-Ahli,1–1,Al-Taawoun,,Prince Abdullah al-Faisal Stadium,Sultan Sanat Al Harbi,Match Report,
19,Sun,2022-02-06,16:05,Abha,0–4,Al-Ittihad,,Prince Sultan bin Abdul Aziz Stadium,Khalid Saleh Al Turais,Match Report,
19,Sun,2022-02-06,18:05,Al-Fateh,2–3,Al-Batin,5241,Prince Abdullah bin Jalawi Stadium,Majed Mohammed Al Shamrani,Match Report,
19,Sun,2022-02-06,18:20,Al-Nassr,4–1,Al-Ta'ee,,King Saud University Stadium,Artur Soares Dias,Match Report,
20,Thu,2022-02-10,18:20,Al-Shabab,2–1,Damac,,Prince Faisal bin Fahd Stadium,Faisal Suleiman Al Balawi,Match Report,
20,Thu,2022-02-10,20:20,Al-Fayha,0–0,Al-Faisaly,,Al Majma'ah Sport City,Mohammed Khaled Al Hoish,Match Report,
20,Fri,2022-02-11,16:05,Abha,2–1,Al-Hazem,252,Prince Sultan bin Abdul Aziz Stadium,Mohammed Abdulrahman Al Baridi,Match Report,
20,Fri,2022-02-11,18:10,Al-Fateh,0–1,Al-Ahli,6245,Prince Abdullah bin Jalawi Stadium,Mohammed Saif Al Harbi,Match Report,
20,Fri,2022-02-11,20:20,Al-Ittihad,3–0,Al-Nassr,,King Abdullah Sports City,Jesús Gil,Match Report,
20,Sat,2022-02-12,16:00,Al-Ta'ee,3–1,Al-Batin,,Prince Abdul Aziz bin Musa'ed Stadium,Sultan Sanat Al Harbi,Match Report,
20,Sat,2022-02-12,18:30,Al-Raed,0–3,Al-Taawoun,,Prince Abdullah bin Abdul Aziz Stadium,Ilgiz Tantashev,Match Report,
20,Sun,2022-02-13,18:10,Al-Ettifaq,,Al-Hilal,,Prince Mohamed bin Fahd Stadium,,,Match Postponed
